,Emotions,Path
1352,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_puff_disgust.wav
1353,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_raise_disgust.wav
1354,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_turn_disgust.wav
1355,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_tough_disgust.wav
1356,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_shawl_disgust.wav
1357,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_mill_disgust.wav
1358,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_yes_disgust.wav
1359,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_vote_disgust.wav
1360,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_week_disgust.wav
1361,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_ton_disgust.wav
1362,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_ripe_disgust.wav
1363,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_take_disgust.wav
1364,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_walk_disgust.wav
1365,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_shall_disgust.wav
1366,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_reach_disgust.wav
1367,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_vine_disgust.wav
1368,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_mop_disgust.wav
1369,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_match_disgust.wav
1370,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_mob_disgust.wav
1371,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_sub_disgust.wav
1372,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_near_disgust.wav
1373,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_nag_disgust.wav
1374,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_mode_disgust.wav
1375,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_perch_disgust.wav
1376,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_rush_disgust.wav
1377,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_pearl_disgust.wav
1378,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_rough_disgust.wav
1379,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_room_disgust.wav
1380,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_ring_disgust.wav
1381,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_peg_disgust.wav
1382,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_search_disgust.wav
1383,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_rot_disgust.wav
1384,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_rat_disgust.wav
1385,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_young_disgust.wav
1386,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_whip_disgust.wav
1387,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_luck_disgust.wav
1388,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_name_disgust.wav
1389,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_sure_disgust.wav
1390,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_rain_disgust.wav
1391,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_phone_disgust.wav
1392,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_pick_disgust.wav
1393,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_wheat_disgust.wav
1394,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_void_disgust.wav
1395,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_tape_disgust.wav
1396,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_rose_disgust.wav
1397,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_such_disgust.wav
1398,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_shirt_disgust.wav
1399,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_tire_disgust.wav
1400,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_gaze_disgust.wav
1401,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_juice_disgust.wav
1402,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_long_disgust.wav
1403,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_cool_disgust.wav
1404,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_choice_disgust.wav
1405,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_dime_disgust.wav
1406,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_fall_disgust.wav
1407,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_kite_disgust.wav
1408,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_jug_disgust.wav
1409,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_bought_disgust.wav
1410,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_hurl_disgust.wav
1411,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_came_disgust.wav
1412,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_fat_disgust.wav
1413,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_bar_disgust.wav
1414,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_knock_disgust.wav
1415,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_chair_disgust.wav
1416,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_chief_disgust.wav
1417,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_hit_disgust.wav
1418,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_laud_disgust.wav
1419,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_kill_disgust.wav
1420,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_lean_disgust.wav
1421,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_have_disgust.wav
1422,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_chain_disgust.wav
1423,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_fit_disgust.wav
1424,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_boat_disgust.wav
1425,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_half_disgust.wav
1426,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_far_disgust.wav
1427,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_date_disgust.wav
1428,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_death_disgust.wav
1429,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_cab_disgust.wav
1430,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_join_disgust.wav
1431,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_germ_disgust.wav
1432,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_chalk_disgust.wav
1433,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_back_disgust.wav
1434,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_hole_disgust.wav
1435,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_check_disgust.wav
1436,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_good_disgust.wav
1437,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_doll_disgust.wav
1438,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_cheek_disgust.wav
1439,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_bath_disgust.wav
1440,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_hush_disgust.wav
1441,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_hall_disgust.wav
1442,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_five_disgust.wav
1443,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_jar_disgust.wav
1444,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_king_disgust.wav
1445,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_chat_disgust.wav
1446,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_book_disgust.wav
1447,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_hire_disgust.wav
1448,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_bite_disgust.wav
1449,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_calm_disgust.wav
1450,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_keep_disgust.wav
1451,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_learn_disgust.wav
1452,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_food_disgust.wav
1453,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_limb_disgust.wav
1454,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_lore_disgust.wav
1455,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_bone_disgust.wav
1456,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_gun_disgust.wav
1457,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_keg_disgust.wav
1458,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_deep_disgust.wav
1459,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_goose_disgust.wav
1460,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_dead_disgust.wav
1461,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_judge_disgust.wav
1462,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_loaf_disgust.wav
1463,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_gap_disgust.wav
1464,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_door_disgust.wav
1465,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_dab_disgust.wav
1466,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_burn_disgust.wav
1467,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_get_disgust.wav
1468,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_late_disgust.wav
1469,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_keen_disgust.wav
1470,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_gin_disgust.wav
1471,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_gas_disgust.wav
1472,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_cause_disgust.wav
1473,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_live_disgust.wav
1474,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_base_disgust.wav
1475,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_goal_disgust.wav
1476,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_fail_disgust.wav
1477,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_dog_disgust.wav
1478,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_jail_disgust.wav
1479,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_hate_disgust.wav
1480,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_bean_disgust.wav
1481,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_lid_disgust.wav
1482,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_haze_disgust.wav
1483,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_beg_disgust.wav
1484,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_kick_disgust.wav
1485,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_life_disgust.wav
1486,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_hash_disgust.wav
1487,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_dip_disgust.wav
1488,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_ditch_disgust.wav
1489,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_home_disgust.wav
1490,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_dodge_disgust.wav
1491,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_lease_disgust.wav
1492,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_pearl_disgust.wav
1493,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_time_disgust.wav
1494,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_thin_disgust.wav
1495,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_road_disgust.wav
1496,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_mouse_disgust.wav
1497,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_wag_disgust.wav
1498,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_read_disgust.wav
1499,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_shirt_disgust.wav
1500,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_tape_disgust.wav
1501,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_pool_disgust.wav
1502,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_peg_disgust.wav
1503,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_seize_disgust.wav
1504,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_yes_disgust.wav
1505,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_rot_disgust.wav
1506,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_sheep_disgust.wav
1507,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_perch_disgust.wav
1508,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_thumb_disgust.wav
1509,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_shack_disgust.wav
1510,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_mess_disgust.wav
1511,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_tool_disgust.wav
1512,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_vine_disgust.wav
1513,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_sell_disgust.wav
1514,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_rose_disgust.wav
1515,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_turn_disgust.wav
1516,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_mob_disgust.wav
1517,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_tell_disgust.wav
1518,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_white_disgust.wav
1519,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_pass_disgust.wav
1520,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_which_disgust.wav
1521,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_match_disgust.wav
1522,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_take_disgust.wav
1523,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_raid_disgust.wav
1524,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_wheat_disgust.wav
1525,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_nag_disgust.wav
1526,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_wife_disgust.wav
1527,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_yearn_disgust.wav
1528,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_phone_disgust.wav
1529,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_thought_disgust.wav
1530,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_whip_disgust.wav
1531,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_rain_disgust.wav
1532,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_tip_disgust.wav
1533,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_void_disgust.wav
1534,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_moon_disgust.wav
1535,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_third_disgust.wav
1536,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_shall_disgust.wav
1537,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_puff_disgust.wav
1538,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_rat_disgust.wav
1539,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_numb_disgust.wav
1540,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_wash_disgust.wav
1541,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_lot_disgust.wav
1542,disgust,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_rough_disgust.wav
